Item,Year,yield,rainfall,pesticides_tonnes,avg_temp
Sweet potatoes,2000,60559,1410,5082,26.37
Sweet potatoes,2000,60559,1410,5082,26.35
Yams,2000,64917,1410,5082,26.37
Yams,2000,64917,1410,5082,26.35
Cassava,2001,69763,1410,7182,26.78
Cassava,2001,69763,1410,7182,26.8
Maize,2001,13390,1410,7182,26.78
Maize,2001,13390,1410,7182,26.8
Plantains and others,2001,84717,1410,7182,26.78
Plantains and others,2001,84717,1410,7182,26.8
Potatoes,2001,183821,1410,7182,26.78
Potatoes,2001,183821,1410,7182,26.8
"Rice, paddy",2001,48950,1410,7182,26.78
"Rice, paddy",2001,48950,1410,7182,26.8
Sorghum,2001,28965,1410,7182,26.78
Sorghum,2001,28965,1410,7182,26.8
Sweet potatoes,2001,60250,1410,7182,26.78
Sweet potatoes,2001,60250,1410,7182,26.8
Yams,2001,62777,1410,7182,26.78
Yams,2001,62777,1410,7182,26.8
Cassava,2002,69924,1410,4018.07,27.08
Cassava,2002,69924,1410,4018.07,27.05
Maize,2002,12960,1410,4018.07,27.08
Maize,2002,12960,1410,4018.07,27.05
Plantains and others,2002,78695,1410,4018.07,27.08
Plantains and others,2002,78695,1410,4018.07,27.05
Potatoes,2002,166370,1410,4018.07,27.08
Potatoes,2002,166370,1410,4018.07,27.05
"Rice, paddy",2002,48593,1410,4018.07,27.08
"Rice, paddy",2002,48593,1410,4018.07,27.05
Sorghum,2002,19380,1410,4018.07,27.08
Sorghum,2002,19380,1410,4018.07,27.05
Sweet potatoes,2002,60518,1410,4018.07,27.08
Sweet potatoes,2002,60518,1410,4018.07,27.05
Yams,2002,67400,1410,4018.07,27.08
Yams,2002,67400,1410,4018.07,27.05
Cassava,2004,65505,1410,3713.96,26.83
Cassava,2004,65505,1410,3713.96,26.71
Maize,2004,14924,1410,3713.96,26.83
Maize,2004,14924,1410,3713.96,26.71
Plantains and others,2004,85924,1410,3713.96,26.83
Plantains and others,2004,85924,1410,3713.96,26.71
Potatoes,2004,179600,1410,3713.96,26.83
Potatoes,2004,179600,1410,3713.96,26.71
"Rice, paddy",2004,43044,1410,3713.96,26.83
"Rice, paddy",2004,43044,1410,3713.96,26.71
Sorghum,2004,19686,1410,3713.96,26.83
Sorghum,2004,19686,1410,3713.96,26.71
Sweet potatoes,2004,64152,1410,3713.96,26.83
Sweet potatoes,2004,64152,1410,3713.96,26.71
Yams,2004,64577,1410,3713.96,26.83
Yams,2004,64577,1410,3713.96,26.71
Cassava,2005,66559,1410,3515.56,27.03
Cassava,2005,66559,1410,3515.56,26.9
Maize,2005,14206,1410,3515.56,27.03
Maize,2005,14206,1410,3515.56,26.9
Plantains and others,2005,104137,1410,3515.56,27.03
Plantains and others,2005,104137,1410,3515.56,26.9
Potatoes,2005,220766,1410,3515.56,27.03
Potatoes,2005,220766,1410,3515.56,26.9
"Rice, paddy",2005,42047,1410,3515.56,27.03
"Rice, paddy",2005,42047,1410,3515.56,26.9
Sorghum,2005,20534,1410,3515.56,27.03
Sorghum,2005,20534,1410,3515.56,26.9
Sweet potatoes,2005,62339,1410,3515.56,27.03
Sweet potatoes,2005,62339,1410,3515.56,26.9
Yams,2005,56337,1410,3515.56,27.03
Yams,2005,56337,1410,3515.56,26.9
Cassava,2006,72182,1410,4116.45,27.01
Cassava,2006,72182,1410,4116.45,27.08
Maize,2006,13900,1410,4116.45,27.01
Maize,2006,13900,1410,4116.45,27.08
Plantains and others,2006,121998,1410,4116.45,27.01
Plantains and others,2006,121998,1410,4116.45,27.08
Potatoes,2006,222125,1410,4116.45,27.01
Potatoes,2006,222125,1410,4116.45,27.08
"Rice, paddy",2006,46865,1410,4116.45,27.01
"Rice, paddy",2006,46865,1410,4116.45,27.08
Sorghum,2006,20497,1410,4116.45,27.01
Sorghum,2006,20497,1410,4116.45,27.08
Sweet potatoes,2006,70151,1410,4116.45,27.01
Sweet potatoes,2006,70151,1410,4116.45,27.08
Yams,2006,63984,1410,4116.45,27.01
Yams,2006,63984,1410,4116.45,27.08
Cassava,2007,75588,1410,5689.8,27.08
Cassava,2007,75588,1410,5689.8,27.12
Maize,2007,13350,1410,5689.8,27.08
Maize,2007,13350,1410,5689.8,27.12
Plantains and others,2007,107774,1410,5689.8,27.08
Plantains and others,2007,107774,1410,5689.8,27.12
Potatoes,2007,216325,1410,5689.8,27.08
Potatoes,2007,216325,1410,5689.8,27.12
"Rice, paddy",2007,48112,1410,5689.8,27.08
"Rice, paddy",2007,48112,1410,5689.8,27.12
Sorghum,2007,17929,1410,5689.8,27.08
Sorghum,2007,17929,1410,5689.8,27.12
Sweet potatoes,2007,75696,1410,5689.8,27.08
Sweet potatoes,2007,75696,1410,5689.8,27.12
Yams,2007,64848,1410,5689.8,27.08
Yams,2007,64848,1410,5689.8,27.12
Cassava,2008,75141,1410,5409.43,26.76
Cassava,2008,75141,1410,5409.43,26.56
Maize,2008,14532,1410,5409.43,26.76
Maize,2008,14532,1410,5409.43,26.56
Plantains and others,2008,94967,1410,5409.43,26.76
Plantains and others,2008,94967,1410,5409.43,26.56
Potatoes,2008,205454,1410,5409.43,26.76
Potatoes,2008,205454,1410,5409.43,26.56
"Rice, paddy",2008,48268,1410,5409.43,26.76
"Rice, paddy",2008,48268,1410,5409.43,26.56
Sorghum,2008,21736,1410,5409.43,26.76
Sorghum,2008,21736,1410,5409.43,26.56
Sweet potatoes,2008,71031,1410,5409.43,26.76
Sweet potatoes,2008,71031,1410,5409.43,26.56
Yams,2008,69428,1410,5409.43,26.76
Yams,2008,69428,1410,5409.43,26.56
Cassava,2009,77183,1410,5975.25,26.91
Cassava,2009,77183,1410,5975.25,26.88
Maize,2009,14645,1410,5975.25,26.91
Maize,2009,14645,1410,5975.25,26.88
Plantains and others,2009,123255,1410,5975.25,26.91
Plantains and others,2009,123255,1410,5975.25,26.88
Potatoes,2009,219707,1410,5975.25,26.91
Potatoes,2009,219707,1410,5975.25,26.88
"Rice, paddy",2009,42862,1410,5975.25,26.91
"Rice, paddy",2009,42862,1410,5975.25,26.88
Sorghum,2009,19343,1410,5975.25,26.91
Sorghum,2009,19343,1410,5975.25,26.88
Sweet potatoes,2009,77468,1410,5975.25,26.91
Sweet potatoes,2009,77468,1410,5975.25,26.88
Yams,2009,70171,1410,5975.25,26.91
Yams,2009,70171,1410,5975.25,26.88
Cassava,2010,84606,1410,6316.61,26.93
Cassava,2010,84606,1410,6316.61,27.01
Maize,2010,16818,1410,6316.61,26.93
Maize,2010,16818,1410,6316.61,27.01
Plantains and others,2010,109770,1410,6316.61,26.93
Plantains and others,2010,109770,1410,6316.61,27.01
Potatoes,2010,237316,1410,6316.61,26.93
Potatoes,2010,237316,1410,6316.61,27.01
"Rice, paddy",2010,47651,1410,6316.61,26.93
"Rice, paddy",2010,47651,1410,6316.61,27.01
Sorghum,2010,21139,1410,6316.61,26.93
Sorghum,2010,21139,1410,6316.61,27.01
Sweet potatoes,2010,81343,1410,6316.61,26.93
Sweet potatoes,2010,81343,1410,6316.61,27.01
Yams,2010,69331,1410,6316.61,26.93
Yams,2010,69331,1410,6316.61,27.01
Cassava,2011,78686,1410,6316.61,26.79
Cassava,2011,78686,1410,6316.61,26.66
Maize,2011,16229,1410,6316.61,26.79
Maize,2011,16229,1410,6316.61,26.66
Plantains and others,2011,173430,1410,6316.61,26.79
Plantains and others,2011,173430,1410,6316.61,26.66
Potatoes,2011,236186,1410,6316.61,26.79
Potatoes,2011,236186,1410,6316.61,26.66
"Rice, paddy",2011,50057,1410,6316.61,26.79
"Rice, paddy",2011,50057,1410,6316.61,26.66
Sorghum,2011,14666,1410,6316.61,26.79
Sorghum,2011,14666,1410,6316.61,26.66
Sweet potatoes,2011,80907,1410,6316.61,26.79
Sweet potatoes,2011,80907,1410,6316.61,26.66
Yams,2011,67133,1410,6316.61,26.79
Yams,2011,67133,1410,6316.61,26.66
Cassava,2012,75083,1410,6316.61,26.87
Cassava,2012,75083,1410,6316.61,26.84
Maize,2012,15675,1410,6316.61,26.87
Maize,2012,15675,1410,6316.61,26.84
Plantains and others,2012,183778,1410,6316.61,26.87
Plantains and others,2012,183778,1410,6316.61,26.84
Potatoes,2012,242634,1410,6316.61,26.87
Potatoes,2012,242634,1410,6316.61,26.84
"Rice, paddy",2012,41266,1410,6316.61,26.87
"Rice, paddy",2012,41266,1410,6316.61,26.84
Sorghum,2012,14585,1410,6316.61,26.87
Sorghum,2012,14585,1410,6316.61,26.84
Sweet potatoes,2012,81007,1410,6316.61,26.87
Sweet potatoes,2012,81007,1410,6316.61,26.84
Yams,2012,66228,1410,6316.61,26.87
Yams,2012,66228,1410,6316.61,26.84
Cassava,2013,74585,1410,6316.61,26.51
Cassava,2013,74585,1410,6316.61,26.88
Maize,2013,15764,1410,6316.61,26.51
Maize,2013,15764,1410,6316.61,26.88
Plantains and others,2013,199939,1410,6316.61,26.51
Plantains and others,2013,199939,1410,6316.61,26.88
Potatoes,2013,256603,1410,6316.61,26.51
Potatoes,2013,256603,1410,6316.61,26.88
"Rice, paddy",2013,45123,1410,6316.61,26.51
"Rice, paddy",2013,45123,1410,6316.61,26.88
Sorghum,2013,15303,1410,6316.61,26.51
Sorghum,2013,15303,1410,6316.61,26.88
Sweet potatoes,2013,79812,1410,6316.61,26.51
Sweet potatoes,2013,79812,1410,6316.61,26.88
Yams,2013,63432,1410,6316.61,26.51
Yams,2013,63432,1410,6316.61,26.88
Cassava,1990,54593,2274,2537,21.82
Cassava,1990,54593,2274,2537,17.6
Cassava,1990,54593,2274,2537,22.12
Maize,1990,10602,2274,2537,21.82
Maize,1990,10602,2274,2537,17.6
Maize,1990,10602,2274,2537,22.12
Plantains and others,1990,118358,2274,2537,21.82
Plantains and others,1990,118358,2274,2537,17.6
Plantains and others,1990,118358,2274,2537,22.12
Potatoes,1990,71727,2274,2537,21.82
Potatoes,1990,71727,2274,2537,17.6
Potatoes,1990,71727,2274,2537,22.12
"Rice, paddy",1990,31218,2274,2537,21.82
"Rice, paddy",1990,31218,2274,2537,17.6
"Rice, paddy",1990,31218,2274,2537,22.12
Sorghum,1990,28273,2274,2537,21.82
Sorghum,1990,28273,2274,2537,17.6
Sorghum,1990,28273,2274,2537,22.12
Soybeans,1990,19873,2274,2537,21.82
Soybeans,1990,19873,2274,2537,17.6
Soybeans,1990,19873,2274,2537,22.12
Sweet potatoes,1990,59520,2274,2537,21.82
Sweet potatoes,1990,59520,2274,2537,17.6
Sweet potatoes,1990,59520,2274,2537,22.12
Wheat,1990,7967,2274,2537,21.82
Wheat,1990,7967,2274,2537,17.6
Wheat,1990,7967,2274,2537,22.12
Cassava,1991,47217,2274,2377,21.91
Cassava,1991,47217,2274,2377,17.59
Cassava,1991,47217,2274,2377,22.18
Maize,1991,13821,2274,2377,21.91
Maize,1991,13821,2274,2377,17.59
Maize,1991,13821,2274,2377,22.18
Plantains and others,1991,99852,2274,2377,21.91
Plantains and others,1991,99852,2274,2377,17.59
Plantains and others,1991,99852,2274,2377,22.18
Potatoes,1991,68405,2274,2377,21.91
Potatoes,1991,68405,2274,2377,17.59
Potatoes,1991,68405,2274,2377,22.18
"Rice, paddy",1991,26921,2274,2377,21.91
"Rice, paddy",1991,26921,2274,2377,17.59
"Rice, paddy",1991,26921,2274,2377,22.18
Sorghum,1991,15289,2274,2377,21.91
Sorghum,1991,15289,2274,2377,17.59
Sorghum,1991,15289,2274,2377,22.18
Soybeans,1991,16598,2274,2377,21.91
Soybeans,1991,16598,2274,2377,17.59
Soybeans,1991,16598,2274,2377,22.18
Sweet potatoes,1991,26571,2274,2377,21.91
Sweet potatoes,1991,26571,2274,2377,17.59
Sweet potatoes,1991,26571,2274,2377,22.18
Wheat,1991,5696,2274,2377,21.91
Wheat,1991,5696,2274,2377,17.59
Wheat,1991,5696,2274,2377,22.18
Cassava,1992,36875,2274,2012,21.94
Cassava,1992,36875,2274,2012,17.67
Cassava,1992,36875,2274,2012,22.19
Maize,1992,10416,2274,2012,21.94
Maize,1992,10416,2274,2012,17.67
Maize,1992,10416,2274,2012,22.19
Plantains and others,1992,101582,2274,2012,21.94
Plantains and others,1992,101582,2274,2012,17.67
Plantains and others,1992,101582,2274,2012,22.19
Potatoes,1992,77444,2274,2012,21.94
Potatoes,1992,77444,2274,2012,17.67
Potatoes,1992,77444,2274,2012,22.19
"Rice, paddy",1992,33254,2274,2012,21.94
"Rice, paddy",1992,33254,2274,2012,17.67
"Rice, paddy",1992,33254,2274,2012,22.19
Sorghum,1992,13955,2274,2012,21.94
Sorghum,1992,13955,2274,2012,17.67
Sorghum,1992,13955,2274,2012,22.19
Soybeans,1992,16420,2274,2012,21.94
Soybeans,1992,16420,2274,2012,17.67
Soybeans,1992,16420,2274,2012,22.19
Sweet potatoes,1992,28667,2274,2012,21.94
Sweet potatoes,1992,28667,2274,2012,17.67
Sweet potatoes,1992,28667,2274,2012,22.19
Wheat,1992,5911,2274,2012,21.94
Wheat,1992,5911,2274,2012,17.67
Wheat,1992,5911,2274,2012,22.19
Cassava,1993,36265,2274,1844,21.86
Cassava,1993,36265,2274,1844,17.42
Cassava,1993,36265,2274,1844,22.15
Maize,1993,11442,2274,1844,21.86
Maize,1993,11442,2274,1844,17.42
Maize,1993,11442,2274,1844,22.15
Plantains and others,1993,93053,2274,1844,21.86
Plantains and others,1993,93053,2274,1844,17.42
Plantains and others,1993,93053,2274,1844,22.15
Potatoes,1993,74694,2274,1844,21.86
Potatoes,1993,74694,2274,1844,17.42
Potatoes,1993,74694,2274,1844,22.15
"Rice, paddy",1993,34804,2274,1844,21.86
"Rice, paddy",1993,34804,2274,1844,17.42
"Rice, paddy",1993,34804,2274,1844,22.15
Sorghum,1993,12949,2274,1844,21.86
Sorghum,1993,12949,2274,1844,17.42
Sorghum,1993,12949,2274,1844,22.15
Soybeans,1993,17613,2274,1844,21.86
Soybeans,1993,17613,2274,1844,17.42
Soybeans,1993,17613,2274,1844,22.15
Sweet potatoes,1993,36276,2274,1844,21.86
Sweet potatoes,1993,36276,2274,1844,17.42
Sweet potatoes,1993,36276,2274,1844,22.15
Wheat,1993,6711,2274,1844,21.86
Wheat,1993,6711,2274,1844,17.42
Wheat,1993,6711,2274,1844,22.15
Cassava,1994,40870,2274,2670,21.46
Cassava,1994,40870,2274,2670,17.4
Cassava,1994,40870,2274,2670,21.8
Maize,1994,11208,2274,2670,21.46
Maize,1994,11208,2274,2670,17.4
Maize,1994,11208,2274,2670,21.8
Plantains and others,1994,103690,2274,2670,21.46
Plantains and others,1994,103690,2274,2670,17.4
Plantains and others,1994,103690,2274,2670,21.8
Potatoes,1994,81368,2274,2670,21.46
Potatoes,1994,81368,2274,2670,17.4
Potatoes,1994,81368,2274,2670,21.8
"Rice, paddy",1994,37385,2274,2670,21.46
"Rice, paddy",1994,37385,2274,2670,17.4
"Rice, paddy",1994,37385,2274,2670,21.8
Sorghum,1994,8923,2274,2670,21.46
Sorghum,1994,8923,2274,2670,17.4
Sorghum,1994,8923,2274,2670,21.8
Soybeans,1994,21520,2274,2670,21.46
Soybeans,1994,21520,2274,2670,17.4
Soybeans,1994,21520,2274,2670,21.8
Sweet potatoes,1994,48971,2274,2670,21.46
Sweet potatoes,1994,48971,2274,2670,17.4
Sweet potatoes,1994,48971,2274,2670,21.8
Wheat,1994,6162,2274,2670,21.46
Wheat,1994,6162,2274,2670,17.4
Wheat,1994,6162,2274,2670,21.8
Cassava,1995,36456,2274,2658,21.96
Cassava,1995,36456,2274,2658,17.7
Cassava,1995,36456,2274,2658,22.19
Maize,1995,11551,2274,2658,21.96
Maize,1995,11551,2274,2658,17.7
Maize,1995,11551,2274,2658,22.19
Plantains and others,1995,82605,2274,2658,21.96
Plantains and others,1995,82605,2274,2658,17.7
Plantains and others,1995,82605,2274,2658,22.19
Potatoes,1995,71719,2274,2658,21.96
Potatoes,1995,71719,2274,2658,17.7
Potatoes,1995,71719,2274,2658,22.19
"Rice, paddy",1995,32622,2274,2658,21.96
"Rice, paddy",1995,32622,2274,2658,17.7
"Rice, paddy",1995,32622,2274,2658,22.19
Sorghum,1995,12067,2274,2658,21.96
Sorghum,1995,12067,2274,2658,17.7
Sorghum,1995,12067,2274,2658,22.19
Soybeans,1995,10939,2274,2658,21.96
Soybeans,1995,10939,2274,2658,17.7
Soybeans,1995,10939,2274,2658,22.19
Sweet potatoes,1995,35269,2274,2658,21.96
Sweet potatoes,1995,35269,2274,2658,17.7
Sweet potatoes,1995,35269,2274,2658,22.19
Wheat,1995,6951,2274,2658,21.96
Wheat,1995,6951,2274,2658,17.7
Wheat,1995,6951,2274,2658,22.19
Cassava,1996,37845,2274,2407,21.34
Cassava,1996,37845,2274,2407,17.23
Cassava,1996,37845,2274,2407,21.69
Maize,1996,11425,2274,2407,21.34
Maize,1996,11425,2274,2407,17.23
Maize,1996,11425,2274,2407,21.69
Plantains and others,1996,88953,2274,2407,21.34
Plantains and others,1996,88953,2274,2407,17.23
Plantains and others,1996,88953,2274,2407,21.69
Potatoes,1996,84913,2274,2407,21.34
Potatoes,1996,84913,2274,2407,17.23
Potatoes,1996,84913,2274,2407,21.69
"Rice, paddy",1996,35620,2274,2407,21.34
"Rice, paddy",1996,35620,2274,2407,17.23
"Rice, paddy",1996,35620,2274,2407,21.69
Sorghum,1996,11725,2274,2407,21.34
Sorghum,1996,11725,2274,2407,17.23
Sorghum,1996,11725,2274,2407,21.69
Soybeans,1996,12600,2274,2407,21.34
Soybeans,1996,12600,2274,2407,17.23
Soybeans,1996,12600,2274,2407,21.69
Sweet potatoes,1996,36429,2274,2407,21.34
Sweet potatoes,1996,36429,2274,2407,17.23
Sweet potatoes,1996,36429,2274,2407,21.69
Wheat,1996,6176,2274,2407,21.34
Wheat,1996,6176,2274,2407,17.23
Wheat,1996,6176,2274,2407,21.69
Cassava,1997,37578,2274,7612,22.88
Cassava,1997,37578,2274,7612,17.82
Cassava,1997,37578,2274,7612,23
Maize,1997,11482,2274,7612,22.88
Maize,1997,11482,2274,7612,17.82
Maize,1997,11482,2274,7612,23
Plantains and others,1997,83753,2274,7612,22.88
Plantains and others,1997,83753,2274,7612,17.82
Plantains and others,1997,83753,2274,7612,23
Potatoes,1997,89626,2274,7612,22.88
Potatoes,1997,89626,2274,7612,17.82
Potatoes,1997,89626,2274,7612,23
"Rice, paddy",1997,35876,2274,7612,22.88
"Rice, paddy",1997,35876,2274,7612,17.82
"Rice, paddy",1997,35876,2274,7612,23
Sorghum,1997,17111,2274,7612,22.88
Sorghum,1997,17111,2274,7612,17.82
Sorghum,1997,17111,2274,7612,23
Soybeans,1997,11365,2274,7612,22.88
Soybeans,1997,11365,2274,7612,17.82
Soybeans,1997,11365,2274,7612,23
Sweet potatoes,1997,38750,2274,7612,22.88
Sweet potatoes,1997,38750,2274,7612,17.82
Sweet potatoes,1997,38750,2274,7612,23
Wheat,1997,5976,2274,7612,22.88
Wheat,1997,5976,2274,7612,17.82
Wheat,1997,5976,2274,7612,23
Cassava,1998,49242,2274,21500,22.59
Cassava,1998,49242,2274,21500,18.12
Cassava,1998,49242,2274,21500,22.72
Maize,1998,10743,2274,21500,22.59
Maize,1998,10743,2274,21500,18.12
Maize,1998,10743,2274,21500,22.72
Plantains and others,1998,93279,2274,21500,22.59
Plantains and others,1998,93279,2274,21500,18.12
Plantains and others,1998,93279,2274,21500,22.72
Potatoes,1998,92184,2274,21500,22.59
Potatoes,1998,92184,2274,21500,18.12
Potatoes,1998,92184,2274,21500,22.72
"Rice, paddy",1998,32060,2274,21500,22.59
"Rice, paddy",1998,32060,2274,21500,18.12
"Rice, paddy",1998,32060,2274,21500,22.72
Sorghum,1998,13548,2274,21500,22.59
Sorghum,1998,13548,2274,21500,18.12
Sorghum,1998,13548,2274,21500,22.72
Soybeans,1998,12691,2274,21500,22.59
Soybeans,1998,12691,2274,21500,18.12
Soybeans,1998,12691,2274,21500,22.72
Sweet potatoes,1998,17591,2274,21500,22.59
Sweet potatoes,1998,17591,2274,21500,18.12
Sweet potatoes,1998,17591,2274,21500,22.72
Wheat,1998,6484,2274,21500,22.59
Wheat,1998,6484,2274,21500,18.12
Wheat,1998,6484,2274,21500,22.72
Cassava,1999,40000,2274,14216,21.21
Cassava,1999,40000,2274,14216,17.02
Cassava,1999,40000,2274,14216,21.43
Maize,1999,11813,2274,14216,21.21
Maize,1999,11813,2274,14216,17.02
Maize,1999,11813,2274,14216,21.43
Plantains and others,1999,93936,2274,14216,21.21
Plantains and others,1999,93936,2274,14216,17.02
Plantains and others,1999,93936,2274,14216,21.43
Potatoes,1999,93077,2274,14216,21.21
Potatoes,1999,93077,2274,14216,17.02
Potatoes,1999,93077,2274,14216,21.43
"Rice, paddy",1999,35225,2274,14216,21.21
"Rice, paddy",1999,35225,2274,14216,17.02
"Rice, paddy",1999,35225,2274,14216,21.43
Sorghum,1999,13548,2274,14216,21.21
Sorghum,1999,13548,2274,14216,17.02
Sorghum,1999,13548,2274,14216,21.43
Soybeans,1999,18130,2274,14216,21.21
Soybeans,1999,18130,2274,14216,17.02
Soybeans,1999,18130,2274,14216,21.43
Sweet potatoes,1999,56766,2274,14216,21.21
Sweet potatoes,1999,56766,2274,14216,17.02
Sweet potatoes,1999,56766,2274,14216,21.43
Wheat,1999,7001,2274,14216,21.21
Wheat,1999,7001,2274,14216,17.02
Wheat,1999,7001,2274,14216,21.43
Cassava,2000,34909,2274,17948,21.34
Cassava,2000,34909,2274,17948,17.06
Cassava,2000,34909,2274,17948,21.46
Maize,2000,14614,2274,17948,21.34
Maize,2000,14614,2274,17948,17.06
Maize,2000,14614,2274,17948,21.46
Plantains and others,2000,30460,2274,17948,21.34
Plantains and others,2000,30460,2274,17948,17.06
Plantains and others,2000,30460,2274,17948,21.46
Potatoes,2000,56332,2274,17948,21.34
Potatoes,2000,56332,2274,17948,17.06
Potatoes,2000,56332,2274,17948,21.46
"Rice, paddy",2000,36812,2274,17948,21.34
"Rice, paddy",2000,36812,2274,17948,17.06
"Rice, paddy",2000,36812,2274,17948,21.46
Sorghum,2000,14700,2274,17948,21.34
Sorghum,2000,14700,2274,17948,17.06
Sorghum,2000,14700,2274,17948,21.46
Soybeans,2000,17061,2274,17948,21.34
Soybeans,2000,17061,2274,17948,17.06
Soybeans,2000,17061,2274,17948,21.46
Sweet potatoes,2000,29181,2274,17948,21.34
Sweet potatoes,2000,29181,2274,17948,17.06
Sweet potatoes,2000,29181,2274,17948,21.46
Wheat,2000,6208,2274,17948,21.34
Wheat,2000,6208,2274,17948,17.06
Wheat,2000,6208,2274,17948,21.46
Cassava,2001,38000,2274,7344,21.51
Cassava,2001,38000,2274,7344,17.39
Cassava,2001,38000,2274,7344,21.88
Maize,2001,7642,2274,7344,21.51
Maize,2001,7642,2274,7344,17.39
Maize,2001,7642,2274,7344,21.88
Plantains and others,2001,90347,2274,7344,21.51
Plantains and others,2001,90347,2274,7344,17.39
Plantains and others,2001,90347,2274,7344,21.88
Potatoes,2001,97253,2274,7344,21.51
Potatoes,2001,97253,2274,7344,17.39
Potatoes,2001,97253,2274,7344,21.88
"Rice, paddy",2001,36000,2274,7344,21.51
"Rice, paddy",2001,36000,2274,7344,17.39
"Rice, paddy",2001,36000,2274,7344,21.88
Sorghum,2001,14384,2274,7344,21.51
Sorghum,2001,14384,2274,7344,17.39
Sorghum,2001,14384,2274,7344,21.88
Soybeans,2001,18900,2274,7344,21.51
Soybeans,2001,18900,2274,7344,17.39
Soybeans,2001,18900,2274,7344,21.88
Sweet potatoes,2001,28134,2274,7344,21.51
Sweet potatoes,2001,28134,2274,7344,17.39
Sweet potatoes,2001,28134,2274,7344,21.88
Wheat,2001,6100,2274,7344,21.51
Wheat,2001,6100,2274,7344,17.39
Wheat,2001,6100,2274,7344,21.88
Cassava,2002,40153,2274,1302.49,22.23
Cassava,2002,40153,2274,1302.49,17.78
Cassava,2002,40153,2274,1302.49,22.47
Maize,2002,14319,2274,1302.49,22.23
Maize,2002,14319,2274,1302.49,17.78
Maize,2002,14319,2274,1302.49,22.47
Plantains and others,2002,59057,2274,1302.49,22.23
Plantains and others,2002,59057,2274,1302.49,17.78
Plantains and others,2002,59057,2274,1302.49,22.47
Potatoes,2002,48788,2274,1302.49,22.23
Potatoes,2002,48788,2274,1302.49,17.78
Potatoes,2002,48788,2274,1302.49,22.47
"Rice, paddy",2002,38746,2274,1302.49,22.23
"Rice, paddy",2002,38746,2274,1302.49,17.78
"Rice, paddy",2002,38746,2274,1302.49,22.47
Sorghum,2002,20000,2274,1302.49,22.23
Sorghum,2002,20000,2274,1302.49,17.78
Sorghum,2002,20000,2274,1302.49,22.47
Soybeans,2002,19963,2274,1302.49,22.23
Soybeans,2002,19963,2274,1302.49,17.78
Soybeans,2002,19963,2274,1302.49,22.47
Sweet potatoes,2002,13019,2274,1302.49,22.23
Sweet potatoes,2002,13019,2274,1302.49,17.78
Sweet potatoes,2002,13019,2274,1302.49,22.47
Wheat,2002,5696,2274,1302.49,22.23
Wheat,2002,5696,2274,1302.49,17.78
Wheat,2002,5696,2274,1302.49,22.47
Cassava,2004,39602,2274,29799.84,22.04
Cassava,2004,39602,2274,29799.84,17.73
Cassava,2004,39602,2274,29799.84,22.33
Maize,2004,18841,2274,29799.84,22.04
Maize,2004,18841,2274,29799.84,17.73
Maize,2004,18841,2274,29799.84,22.33
Plantains and others,2004,58351,2274,29799.84,22.04
